id|timestamp|category|title|content|company|address|link
C#_20250414|20250414|C#|CRD 手機遊戲Unity工程師【歡迎應屆畢業生】|"1. 以 C# 語言搭配 Unity 開發遊戲
2. 維護現有的遊戲並開發新功能

【必備專業條件】
1.熟 C# 語法
(面試包含 C# 測驗，上機考時間約20分鐘)

【加分條件】
1.熟 iOS &amp; Android 者佳
2.會使用 Cocos 跟 JavaScript

★想要更加了解慧邦科技嗎？歡迎到gamesofa careers看看！
https://www.facebook.com/GamesofaCareers/"|神來也麻將_慧邦科技股份有限公司|羅斯福路二段100號10樓|https:////www.104.com.tw/job/8bgsi?jobsource=hotjob_chr
C#_20250414|20250414|C#|程式設計人員|"依中小企業信用保證基金職務出缺情形分發單位

*************************************************************************
1.學歷：國內外大學(含)以上畢業，且已取得學士(含)以上學位(畢業)證書。
2.工作經驗：資訊系統開發經驗2年(含)以上。
3.工作技能：具以下資訊系統開發經驗。
  (1)熟悉Web Form，物件導向程式設計，MS SQL Server資料庫應用及設計。
  (2)熟悉網頁技術：HTML、JS、CSS。
  (3)擅長Microsoft Visual Studio for C#。
  (4)具.NET 6(含)以上開發經驗者。

"|財團法人中小企業信用保證基金|羅斯福路一段6號3-5樓|https:////www.104.com.tw/job/6ryoc?jobsource=hotjob_chr
C#_20250414|20250414|C#|C#工程師|"1、	熟悉[[[C]]][[[#]]]、JavaScript程式開發.
2、	ASP.NET網站應用系統開發.
3、	具備RWD響應式網站設計經驗尤佳.
4、	具備API開發與串接經驗尤佳.
5、	MS SQL資料庫設計與維護
"|聯錸科技股份有限公司|忠孝東路四段285號7樓|https:////www.104.com.tw/job/7tf91?jobsource=n104bank2
C#_20250310|20250310|C#|.Net C# Web|"體驗。
•	完成主管交付的任務，展現你的專業能力。

徵才條件
•	具備.Net [[[C]]][[[#]]]全端開發經驗，能整合後端與前端技術。
•	熟悉.NET Framework及.NET Core，具有扎實的開發能力。
•	掌握JavaScript、JQuery、"|百商數位科技股份有限公司|敦化南路二段105號18樓|https:////www.104.com.tw/job/4q1dl?jobsource=n104bank2
C#_20250408|20250408|C#|C# .NET工程師|"公司內部相關程式開發、應用、維護與委外廠商溝通合作。
1. ASP.NET [[[C]]][[[#]]]應用系統程式開發設計
2.電子商務官網維運與功能開發
3.與委外廠商溝通合作"|阿瘦實業股份有限公司|松江路168號6樓|https:////www.104.com.tw/job/8l577?jobsource=n104bank2
C#_20250408|20250408|C#|C#、ASP.NET、VUE 3工程師|"１、２年以上[[[C]]][[[#]]]、ASP.NET core(.net8) WEB開發經驗（無實際[[[C]]][[[#]]]開發經驗者，請勿主動應徵）。
２、Vue  3 年以上開發經驗（無實際Vue  開發經驗者，請勿主動應徵）。
３、「必要條件」：熟[[[C]]][[[#]]]、ASP.NET core("|仁維軟體科技有限公司||https:////www.104.com.tw/job/8kgi6?jobsource=n104bank2
C#_20250409|20250409|C#|.Net(C#) Web工程師|"Title :  .Net([[[C]]][[[#]]]) Web工程師

公司簡介

一個專業數位開發平台。
目前正在尋找前端工程師，來一起建立正在快速增長的新經濟產業平台。 

職責範圍 

利用廣泛的尖端技術打造出色的產品，控制軟體開發進度，確保"|恒吉佳國際有限公司|南京東路四段51號9樓|https:////www.104.com.tw/job/7r3dv?jobsource=n104bank2
C#_20250205|20250205|C#|C#軟體開發工程師|"【你會接觸到的工作內容】
・維護公司現有系統及新功能開發 
・使用 [[[C]]][[[#]]] WinForm、ASP.NET、MVC 進行後端程式開發 
・開發 WebAPI
・參與成為敏捷開發團隊的一員，並能對使用者介面和開發提出指導和意見 
・紀錄工作內容和針對"|櫻特森系統整合股份有限公司|東興路|https:////www.104.com.tw/job/643ks?jobsource=n104bank2
C#_20250410|20250410|C#|C#軟體工程師|"【工作內容】
1. 針對現有專案或新專案的網站服務，進行前後台規劃、設計、開發及維護等。
2. 與PM共同合作，共同完成專案開發與驗收報告。
3. 開發過程中須確保專案的執行符合既定的時間與品質標準。
4. 解決專案過程中出現的技術問題，並確保軟體的功能和效能符合需求。
5. 持續學習和掌握新技術和工具，以提高開發能力和知識水平。
6.完成其他主管交辦事項。

【技術運用】
1. ASP.NET MVC 網站開發
2. ASP.NET Web API 開發
3. MSSQL 資料庫設計與調整
4. 一般後台程式開發
5. Git 版本控制使用"|諾亞克科技股份有限公司|仁愛路四段1號2樓|https:////www.104.com.tw/job/78z1q?jobsource=n104bank2
C#_20250324|20250324|C#|RD21648 軟體開發工程師(C#、Windows Forms App)|"1. 使用WPF、Entity Framework 等相關技術進行開發
2. 負責醫療資訊軟體系統開發與維護"|華碩電腦股份有限公司||https:////www.104.com.tw/job/8irx5?jobsource=n104bank2
C#_20250411|20250411|C#|資深C# .NET程式設計師|"1.	熟 ASP.net、[[[C]]][[[#]]] .Net Core MVC；負責Web 系統程式開發工作
2.	熟 .Net Core 6、.Net Core 8以上
3.	熟 Visual Studio 2019 以上
4.	有五年以上中大型以上Web 系統專"|天晴資訊有限公司||https:////www.104.com.tw/job/7v2w0?jobsource=n104bank2
C#_20250312|20250312|C#|C#.Net軟體工程師|"金融業或電信業或政府系統維護與新增功能開發(需駐點)
需熟悉[[[C]]][[[#]]].Net, MSSQL或Oracle等相關技能
JavaScript, JQuery, Ajax等前台技術"|指南動力有限公司||https:////www.104.com.tw/job/51b19?jobsource=n104bank2
C#_20250414|20250414|C#|【諮詢服務】資深 .NET/C# 後端開發人員|"職位摘要：作為一名資深 .NET/[[[C]]][[[#]]] 後端開發人員，你將有機會開發和維護各種應用程式，並使用最新的技術和方法。你將與專案經理、UI/UX 設計師、移動應用開發人員和品質保證團隊密切合作，為各行業的客戶交付專案。

主要職責：
- 使用 .NET"|安永聯合會計師事務所|基隆路一段333號9樓(110)|https:////www.104.com.tw/job/82dk1?jobsource=n104bank2
C#_20241203|20241203|C#|.Net C#軟體工程師(台北)|"1. 負責電子支付、網路交易及其他銀行專案開發，主要客戶為國內銀行
2. 負責銀行專案系統建置及已上線系統維護
3. 主要工作程式開發、系統測試驗證及系統技術文件撰寫
4. 中期工作：配合產品研發及開發

&lt;團隊現況&gt;
我們擁抱新知且樂於分享。
我們使用Scrum作為團隊開發模式，搭配Jira/TFS/Jenkins，逐步實現CI/CD。
我們使用Confluence建立知識庫並隨時分享新知。
我們透過Teams/Jira/Confluence與夥伴們進行協同作業。
我們使用.NET MVC作為系統開發框架，前端搭配JQuery/HTML/CSS等技術建構RWD頁面服務；
後端使用IoC/DI設計模式，提供WebAPI服務，並搭配ORM框架進行資料庫資料處理。
我們重視資訊安全與系統穩定，並熱衷於效能調校。
我們持續於Payment Gateway領域進行耕耘，我們持續研究、並導入各式新種支付於市場上。
我們隨時歡迎您的加入，與我們一起學習成長、一起創造各種新的可能!

【※歡迎緯育TibaMe學員投遞履歷】"|經貿聯網科技股份有限公司||https:////www.104.com.tw/job/6f69s?jobsource=n104bank2
C#_20250414|20250414|C#|C#高級開發工程師|"1、根據公司安排，按時完成指定軟體模組的設計、開發、測試等過程。
2、解決工程中的關鍵問題和技術難題。"|漢聯海運承攬運送有限公司|基隆路|https:////www.104.com.tw/job/7yjfv?jobsource=n104bank2
C#_20250409|20250409|C#|全端 （Vue + .Net(C#) Web)工程師|"Title :  全端 （Vue + [[[C]]][[[#]]])工程師

公司簡介:
一個專業數位開發平台。
目前正在尋找全端工程師，來一起建立正在快速增長的新經濟產業平台。 


職責範圍:
利用廣泛的尖端技術打造出色的產品，控制軟體開發進度，確保"|恒吉佳國際有限公司|南京東路四段51號9樓|https:////www.104.com.tw/job/8mad9?jobsource=n104bank2
C#_20250329|20250329|C#|【凱基證券/資訊部】C#全端程式設計師|"1. 風險管理後台系統需求開發與維護
2. 配合系統開發多來源資料轉檔功能
3. 報表程式開發，產出檔案供其他系統使用
4. 資料異常問題排除並回覆顧客需求
5. 資料庫資料處理，理解現有SQL指令並依需求調整
6. 日常作業執行及確認，定期執行資料庫資料整理"|凱基證券股份有限公司|明水路|https:////www.104.com.tw/job/87rsh?jobsource=n104bank2
C#_20250407|20250407|C#|ASP.NET C#工程師|"1. 具備ASP.NET [[[C]]][[[#]]]程式語言開發能力，維護開發 WinForm、WebForm
2. 具HTML、CSS、JavaScript 以及 AJAX 等基本前端開發技術及IIS部屬
3. 需熟悉MS SQL語法運用
4. 具備Git版本控管與"|寰宇家庭股份有限公司|八德路三段32號9樓|https:////www.104.com.tw/job/88s8x?jobsource=n104bank2
C#_20250414|20250414|C#|【視訊面試】.Net工程師_.Net-c# MVC架構|"技術：[[[c]]][[[#]]] MVC架構
錢包系統改版、客戶重視演算法思維、物件導向概念

職責
1. 設計與開發微服務架構後端系統。
2. 使用訊息佇列（如 Kafka、RabbitMQ）實現非同步服務通信。
3. 優化系統性能，解決瓶頸問題。
4. 撰寫單元與"|宏益科技服務股份有限公司||https:////www.104.com.tw/job/8md67?jobsource=n104bank2
C#_20250411|20250411|C#|C#程式設計(專案約聘)|"
 工作內容：
- Unity3D 程式設計
- .Net程式設計(使用[[[C]]][[[#]]])
- 與其他人員溝通討論規格或修改


 必要條件：	
- 應屆相關科系畢業生可
- 熟悉 Unity 3D 各項基本操作功能 
- 熟悉 Office、Google"|玩猴遊戲股份有限公司|基隆路一段8號15樓之1|https:////www.104.com.tw/job/83354?jobsource=n104bank2
C#_20250407|20250407|C#|智慧醫療專案.NET C#研發工程師|"1.熟悉[[[C]]][[[#]]]
2.與業務、團隊商討專案範圍、進行系統分析設計，並獲得關於專案的限制、性能需求和介面等的訊息
3.分析客戶需要和軟體需求，考量時間及成本的限制條件，以評估計劃的可行性
4.與客戶商討軟體系統的優化設計和修改維護
5.完成主管交代事項"|慧德科技股份有限公司|建國北路一段148號六樓|https:////www.104.com.tw/job/5jz5b?jobsource=n104bank2
C#_20250404|20250404|C#|MVC 程式設計師 ASP.NET or C#( 台北)|"1.  需熟悉[[[C]]][[[#]]].Net or MVC 4以上相關開發工具
2.  需實際運用前述技術開發經驗
3.  維護MVC專案
4.  開發Server-Side Web API

系統架構係使用前後端相關技術：
前端：HTML5 + CSS3 +"|桓基科技股份有限公司|民權西路 27 號 2F-1|https:////www.104.com.tw/job/6ktt8?jobsource=n104bank2
C#_20250408|20250408|C#|軟體設計/網頁設計工程師 (台北)|"【技能需求】
1. 具C#、ASP.NET程式開發經驗
2. 熟悉 ASP.NET MVC、.Net Core 框架
3. 熟悉 SQL語法
4. 前後端HTTP API介接整合經驗
5. 具備版本控制概念
6. 具備restful、websocket佳

【工作內容】
1. 負責既有產品的程式維護、優化、除錯與測試
2. 參與新產品需求分析、完成功能設計和開發工作
3. 技術支援相關工作
4. 其他上級主管指派任務

【注意事項】
註: 上班地點於台北縣市調動
"|商合行股份有限公司|松江路220號4樓之2|https:////www.104.com.tw/job/7c0hi?jobsource=hotjob_chr
C#_20250408|20250408|C#|C#軟體工程師|"您好，我們正在尋找具備專業技術與實戰經驗的[[[C]]][[[#]]]軟體工程師，將負責自助服務系統的設計與開發，共同解決軟硬體整合的技術挑戰。

*德安資訊開發自有產品(非派駐類工作)，開發方式採前後端分離。

《 職務內容 》 
系統軟體開發與維護：
 ＞ 負責設計"|德安資訊股份有限公司|林森北路372號2樓|https:////www.104.com.tw/job/8l36v?jobsource=n104bank2
C#_20250311|20250311|C#|【凱基證券/資訊部】C#、ASP.net、vue.js前端工程師|"1. 前端網頁程式開發與維護
2. 專案需求訪談、分析、設計"|"凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信"|忠孝西路|https:////www.104.com.tw/job/7vkds?jobsource=n104bank2
C#_20250414|20250414|C#|SSD1 - Software Engineer, C#/ 軟體工程師, C#|"About us:	
VICI Holdings’ trading team is seeking a software engineer focusing on [[[C]]][[[#]]] development to join our dynamic team,"|威旭資訊股份有限公司|忠孝東路一段112號10樓|https:////www.104.com.tw/job/8ccxw?jobsource=n104bank2
C#_20250402|20250402|C#|Pubu 電子書 C# .NET軟體工程師|"後端 [[[C]]][[[#]]] .NET 技術人員招聘

-- 公司簡介
我們是 Pubu 電子書，成立於 2010 年，源自 Publish Urs (yours) 的理念。由一群充滿夢想的年輕團隊精心打造，我們致力於提供一個獨一無二的電子書平台。Pubu 旨在創"|湛天創新科技股份有限公司|羅斯福路三段37號13樓|https:////www.104.com.tw/job/8b6r2?jobsource=n104bank2
C#_20250414|20250414|C#|C#工程師 (資訊暨技術支援部)|"1.自動化報表工具維護與修改(原為Python撰寫，初期先維護讓使用者可正常使用，後期將改成用[[[C]]][[[#]]]翻寫所有功能)
2.讀寫Google sheet表單
3.確保系統穩定運行並持續改進使用者介面與體驗"|東森電視事業股份有限公司||https:////www.104.com.tw/job/8hmkg?jobsource=n104bank2
C#_20250330|20250330|C#|軟體工程師(C#)_台北|"1. 須熟悉[[[C]]][[[#]]]/webform/winform/git
2. 熟悉Linux操作
3. 有自學能力，積極學習新事物"|數美科技股份有限公司|峨眉街115號3樓之1|https:////www.104.com.tw/job/8nere?jobsource=n104bank2
C#_20250414|20250414|C#|Asp.net C# Senior全端工程師 - 固定薪外享專案分紅|"維護。
7. 相關技術文件撰寫與教育訓練。

【職務需求】
1. 具備3年以上實務開發經驗。
2. 具備3年以上[[[C]]][[[#]]]開發經驗。
3. 具備3年以上前端開發經驗，熟Vue.js為佳。
4. 熟悉SSMS操作。
5. 熟悉GitHub操作。
6. 具備"|威信資訊工程有限公司|林森北路472號B1|https:////www.104.com.tw/job/7ulwf?jobsource=n104bank2
C#_20250311|20250311|C#|【凱基證券/資訊部】C#全端程式設計師|"1. 風險管理後台系統需求開發與維護
2. 配合系統開發多來源資料轉檔功能
3. 報表程式開發，產出檔案供其他系統使用
4. 資料異常問題排除並回覆顧客需求
5. 資料庫資料處理，理解現有SQL指令並依需求調整
6. 日常作業執行及確認，定期執行資料庫資料整理"|"凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信"|明水路|https:////www.104.com.tw/job/8295j?jobsource=n104bank2
C#_20250414|20250414|C#|Software Engineer_C#/C++|" framework.) 
•Design, build, and maintain efficient, reusable, and reliable [[[C]]][[[#]]]/C++ code. 
•Troubleshoot hardware diagnostic"|久勁科技有限公司||https:////www.104.com.tw/job/76byx?jobsource=n104bank2
C#_20250414|20250414|C#|ASP.NET C# 資深程式設計師|"業、大型服務業。
若您相信軟體能創造未來也喜歡堅持誠信、尊重專業、團隊合作的工作環境，誠摯的歡迎您加入我們！

【工作內容】
大型資訊系統設計與開發。

 【職位條件】
1. 主要開發語言為[[[C]]][[[#]]] (ASP.Net Core MVC、前後端分離架構)"|皓展資訊股份有限公司|復興北路1號3樓之4|https:////www.104.com.tw/job/7h7vu?jobsource=n104bank2
C#_20250409|20250409|C#|C# / WPF 應用開發工程師|"工作內容：
* 負責使用 [[[C]]][[[#]]] 和 WPF 框架開發桌面應用程式。
* 參與設計、開發和維護高品質的使用者介面（UI）和互動功能。
* 使用 HTML、JavaScript 和 CSS 開發和優化前端功能，確保桌面應用與網頁端系統的相容性和一致性"|香港商串串創意有限公司台灣分公司|南京東路四段2號 （Taiwan Tech Arena)|https:////www.104.com.tw/job/8kexh?jobsource=n104bank2
C#_20250329|20250329|C#|【凱基證券/資訊部】C#、ASP.net、vue.js前端工程師|"1. 前端網頁程式開發與維護
2. 專案需求訪談、分析、設計"|凱基證券股份有限公司|忠孝西路|https:////www.104.com.tw/job/7ggzx?jobsource=n104bank2
C#_20250414|20250414|C#|Asp.net C# Junior全端工程師 - 固定薪外享專案分紅|"維護。
7. 相關技術文件撰寫與教育訓練。

【職務需求】
1. 基礎[[[C]]][[[#]]]技能。
2. 基礎Html/CSS/Javascript/JQuery技能。
3. 基礎SSMS操作技能。
4. 基礎GitHub技能。

【其他加分項】
1. 美工能力與美"|威信資訊工程有限公司|林森北路472號B1|https:////www.104.com.tw/job/7ukve?jobsource=n104bank2
C#_20250409|20250409|C#|C#資深軟體研發工程師|"1.熟悉[[[C]]][[[#]]], ASP.NET MVC等web端的程式開發。
2.產品平台網站系統程式開發維護。
3.軟體產品研發/技術管理與軟體專案管理。
4.能協助產品經理進行程式開發相關管理工作並提出建設性建議。
5.具團隊開發與團隊合作經驗
"|住通科技股份有限公司|長安西路342號八樓之1|https:////www.104.com.tw/job/78efq?jobsource=n104bank2
C#_20250327|20250327|C#|.NET C# 開發人員【週休二日，台北車站旁，福利佳】|"【工作內容】
1. 平台系統各項功能設計開發
2. 後端API設計開發
3. 後台系統設計開發
4. 規格文件進行開發，需與前端工程人員配合 

【工作條件】
1. 需有2-4年經驗以上[[[C]]][[[#]]]開發相關實務經驗
2. 會使用"|拓樸龍科技股份有限公司|忠孝西路一段72號2F (817室）|https:////www.104.com.tw/job/7bb4m?jobsource=n104bank2
C#_20250408|20250408|C#|Senior C#.Net Software Programmer：資深C#.Net軟體工程師|"《關於我們》
我們是一間專注於創新與技術的公司，致力於提升客戶的競爭力。我們鼓勵團隊成員發揮創意，並追求技術的極致。我們的客戶主要以電信及金融銀行為主，是[[[C]]][[[#]]]軟體工程師累積實力的絕佳平台，也是可以在短時間內快速培養軟/硬實力的溫暖大家庭！

《團"|HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司|忠孝東路六段21號6樓|https:////www.104.com.tw/job/619jc?jobsource=n104bank2
C#_20250411|20250411|C#|C#軟體工程師_知名日商軟體系統（工作地：台北）|"【職務內容】
1. 針對需求方之軟體系統（實體零售商店使用），主要使用[[[C]]][[[#]]]進行程式開發，利用關聯式資料庫進行數據管理及存取、界接其他功能
2. 與系統分析師及測試團隊共同合作進行功能開發升級、維護，確保系統符合需求且達到品質標準
3. 工作地點位"|智滙科技股份有限公司||https:////www.104.com.tw/job/8ll68?jobsource=n104bank2
C#_20250227|20250227|C#|C# .NET工程師（資深）|"1. 設計、開發及維護內、外部Web資訊系統，主要技術為 [[[C]]][[[#]]]、.NET 6 及 MSSQL。
2. 作為旅遊系統廠商的溝通窗口，負責需求彙整、反饋與系統優化，確保穩定運行。
3. 負責系統維運，包括問題診斷、故障排除及效能優化。

"|台鋼燦星國際旅行社股份有限公司|民生東路二段161號7樓|https:////www.104.com.tw/job/8mgs6?jobsource=n104bank2
C#_20250331|20250331|C#|C# 資深工程師|"
2 年以上 ASP.NET Core 開發經驗
熟悉 [[[C]]][[[#]]], SQL, JavaScript
對程式碼整潔有自我要求
對程式開發及軟體工程具有熱情，願意嘗試新技術及架構

【加分項】
相關作品呈現
相關技術使用經驗：TypeScript, Vue3"|灼見科技股份有限公司|中山北路3段30號4樓之1|https:////www.104.com.tw/job/8d7fj?jobsource=n104bank2
C#_20250319|20250319|C#|【凱基證券/資訊部】C#程式設計師|"1. 帳務中台開發及維運
2. 官方LINE服務串接及維運 
3. 參與數位轉型及業務整合專案"|"凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信"|忠孝西路|https:////www.104.com.tw/job/7z8kr?jobsource=n104bank2
C#_20250414|20250414|C#|C#.NET程式設計師|"- 熟悉[[[C]]][[[#]]].NET (.NET Framework 2.0以上)。
- 熟悉Web(JavaScript、jQuery、AJAX)應用程式撰寫實務經驗1年以上。
- 熟悉使用Visual Studio IDE開發環境。
- 具有MVC架構、物件"|緯德科技股份有限公司 (TechLink Corporation)|敦化北路207號8F-13|https:////www.104.com.tw/job/5e1gq?jobsource=n104bank2
C#_20250311|20250311|C#|【凱基證券/資訊部】C#.Net 軟體開發工程師|"1. 負責系統程式開發測試、系統維運
2. 相關專案執行
3. 提供使用者技術支援"|"凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信"|忠孝西路|https:////www.104.com.tw/job/8i16w?jobsource=n104bank2
C#_20250414|20250414|C#|C#系統開發工程師(期貨資訊部)_I00017378|"1. 配合業務發展需要進行前後端設計並產出各種功能服務樣版
2. 以使用者為中心，開發介面、邏輯功能等設計
3. 配合團隊其他開發人員、測試人員，完成產品設計和發佈
4. 執行專案計畫各項工作，確保工作品質符合專案需求，依既定目標與時程完成產出
5. 熟悉 .Net前後端程式開發等相關技術"|國泰綜合證券股份有限公司||https:////www.104.com.tw/job/8ci0a?jobsource=n104bank2
C#_20250414|20250414|C#|D4000 運輸系統高級工程師(C#)【台北】|"1.系統開發流程優化，並協助工程師們解決各項難題。
2.研究最新技術，並協助部內將最新技術導入WMS中。
3.引導並釐清富昇物流資訊需求、並進行系統分析與系統設計。
4.協助處理富昇物流各類資訊問題。
5.管理專案進度，管理外單位協作項目，確保專案順利進行。
6.完成主管交辦事項


※ 歡迎具工作熱忱與自我管理能力，不排斥新技術、新語言及新設備接觸並對運輸及倉儲自動化設備有興趣者加入!"|富邦媒體科技股份有限公司(富邦momo)|洲子街96號4樓|https:////www.104.com.tw/job/8bdfe?jobsource=n104bank2
C#_20250408|20250408|C#|Asp.Net ,C# 程式設計師|"1.建置與開發網站前後台
2.資料庫建置與規劃
3.程式開發與維護
4.熟悉.net([[[C]]][[[#]]]、VB) [[[C]]][[[#]]]尤佳，及MS SQL
5.熟悉Ajax、Java Script、CSS等相關網頁開發技術
6.熟MVC開發架構佳
7.具備三層式架"|德義資訊股份有限公司|承德路一段70-1號15樓|https:////www.104.com.tw/job/3l5jx?jobsource=n104bank2
C#_20250414|20250414|C#|物流技術部-C#工程師|"1. 倉庫相關管理系統開發及維護。
2. 倉庫現場系統問題維運及處理。
3. 系統開發文件產出"|PChome Online_網路家庭國際資訊(股)公司|敦化南路二段105號|https:////www.104.com.tw/job/7tawh?jobsource=n104bank2
C#_20250407|20250407|C#|DQ  數位發展部-後端工程師(C#, .NET Core, .NET Framework)(台北)|"【職務內容】
我們正在尋找對於網站技術領域充滿熱情的工程師，歡迎您成為團隊一份子！
崗位職責:與設計團隊共同合作開發中大型網站系統。網站 / 系統功能模組研究開發與維護。

【工作要求】
1.熟悉[[[C]]][[[#]]], ASP.NET Web, MVC/Core"|智冠科技股份有限公司|南港路二段99-10號|https:////www.104.com.tw/job/7jyw4?jobsource=n104bank2
C#_20250408|20250408|C#|〔資訊實習〕系統開發/QA實習生 (C#/.NET)|"案編寫。
2.撰寫UT程式碼、協助程式驗證，導入UT自動化測試。
3. 系統績效報表與管理性報表開發。
4. [[[C]]][[[#]]]程式開發，ASP.NET網頁開發。

【資格條件】 
1. 即將升大四、碩二的在學學生（將於2026年6月畢業）
2. 每週至少安排"|台新金控_台新國際商業銀行股份有限公司|舊宗路二段207號|https:////www.104.com.tw/job/6g0mq?jobsource=n104bank2
C#_20250409|20250409|C#|C#後端工程師|"我們是一支熱愛技術、勇於挑戰的團隊，致力於打造高效穩定的系統，支援前端需求並與客戶端協作。我們正在尋找 Backend Engineer，無論經驗多寡，只要願意學習成長，都歡迎加入！

工作內容
1️⃣ 使用 [[[C]]][[[#]]] 進行後端開發及日常維護
2️⃣"|宇鴻系統科技股份有限公司|中山北路2段99號4F-1|https:////www.104.com.tw/job/8nc6g?jobsource=n104bank2
C#_20250409|20250409|C#|【數位金融】數位平台–軟體開發工程師C# Engineer(數數發中心，DDT)_I00006061|"【職務說明】
1. 負責數位金融網站(網銀/智能投資/官網…等)相關功能開發、測試、 驗證、維護及優化，以確保服務或需求如期如質交付。
2. 使用 [[[C]]][[[#]]](.Net Core)、MS SQL 設計與開發網站服務，包含Web介面、後端API、批次…等"|國泰世華商業銀行股份有限公司||https:////www.104.com.tw/job/87kh1?jobsource=n104bank2
C#_20250408|20250408|C#|C#前端工程師|"問題的方案。
 
身為[[[Ｃ]]][[[#]]]前端工程師，你將優化我們的基礎架構，對我們的產品有透徹的了解，確保應用程式正常運作。

【工作內容】
1. 跟團隊討論規格與技術可行的實作方式 
2. 撰寫/修改供公司內部使用的Windows桌面應用程式 
3. 透過討論"|諾思資訊股份有限公司|南京東路6段372號|https:////www.104.com.tw/job/7usj3?jobsource=n104bank2
C#_20250414|20250414|C#|C#後端工程師|"1.使用[[[C]]][[[#]]] 以及 .NET Core 進行應用程式的設計、開發、測試。
2.編寫開發設計文件、編寫單元測試代碼。
3.具主導專案之經驗，進行業務需求溝通，完成產品構思和設計。
4.開發系統問題排除與操作諮詢。"|昇恒昌股份有限公司|新湖二路289號|https:////www.104.com.tw/job/7x271?jobsource=n104bank2
C#_20250414|20250414|C#|C#程式設計師【資訊處】|"一、系統開發維護
　 • 網頁系統開發
　 • 報表/排程開發
　 • API串接
二、RPA系統開發維護
　 • Uipath 維護開發
三、其他
　 • 新技術研究
　 • 主管交辦工作事項"|邁達特數位股份有限公司|內湖路一段516號10樓|https:////www.104.com.tw/job/3ypev?jobsource=n104bank2
